age,current_occupation,first_interaction,profile_completed,website_visits,time_spent_on_website,page_views_per_visit,last_activity,print_media_type1,print_media_type2,digital_media,educational_channels,referral,status
23,Student,Website,High,1,210,3.721,Email Activity,No,No,No,No,No,0
47,Professional,Mobile App,Medium,2,1605,3.706,Email Activity,No,No,No,No,No,0
57,Unemployed,Website,Medium,2,393,3.407,Email Activity,No,No,Yes,No,No,0
50,Professional,Website,Medium,3,51,1.909,Email Activity,No,No,No,Yes,No,0
60,Unemployed,Mobile App,High,2,26,5.61,Website Activity,No,No,No,No,No,0
37,Professional,Mobile App,Medium,2,43,2.267,Email Activity,No,No,No,No,No,0
44,Unemployed,Website,Medium,1,2047,0.169,Website Activity,No,No,No,No,No,1
21,Student,Website,Medium,1,2132,5.5,Phone Activity,No,No,No,No,No,0
58,Professional,Mobile App,High,12,1376,3.494,Email Activity,No,No,No,No,No,0
47,Unemployed,Website,High,2,47,3.043,Email Activity,No,No,No,No,No,1
55,Professional,Mobile App,High,1,53,0.079,Website Activity,No,No,No,No,No,0
39,Professional,Mobile App,High,2,75,3.506,Phone Activity,No,No,No,No,No,0
53,Professional,Mobile App,High,1,65,0.201,Email Activity,No,No,No,No,No,0
57,Unemployed,Mobile App,High,2,194,0.374,Phone Activity,No,No,No,No,No,0
35,Professional,Website,High,2,1658,0.215,Email Activity,Yes,No,Yes,No,No,1
29,Professional,Mobile App,Medium,4,139,3.648,Website Activity,No,No,No,No,No,0
59,Unemployed,Mobile App,Medium,1,1,3.53,Website Activity,No,No,No,No,No,0
51,Unemployed,Website,Medium,3,1659,3.482,Email Activity,No,No,No,Yes,No,0
53,Professional,Mobile App,High,5,1549,2.244,Website Activity,No,No,No,No,No,0
42,Unemployed,Website,High,9,156,0.205,Website Activity,No,No,No,No,No,0
59,Professional,Website,High,1,78,2.262,Email Activity,Yes,No,No,No,No,0
20,Student,Website,High,10,191,1.89,Website Activity,No,No,No,No,No,0
57,Unemployed,Mobile App,High,2,26,0.109,Email Activity,No,No,No,No,No,0
34,Unemployed,Mobile App,High,7,688,5.673,Email Activity,No,No,No,No,No,0
22,Student,Website,Medium,10,262,2.132,Phone Activity,No,No,No,Yes,No,0
58,Professional,Website,Medium,2,59,3.301,Email Activity,No,No,No,No,No,0
48,Professional,Website,High,1,266,5.812,Email Activity,No,No,No,No,No,1
31,Professional,Website,Medium,5,392,0.259,Email Activity,No,No,Yes,No,No,0
36,Professional,Mobile App,Medium,1,1846,2.278,Email Activity,No,No,No,No,No,1
60,Unemployed,Mobile App,Low,2,99,8.548,Email Activity,No,No,No,No,No,0
56,Professional,Website,High,2,1471,3.616,Email Activity,No,No,No,Yes,No,1
19,Student,Website,Medium,5,88,2.177,Phone Activity,No,No,No,No,No,0
57,Unemployed,Mobile App,Medium,1,351,3.818,Phone Activity,No,No,No,No,No,0
31,Professional,Mobile App,Medium,2,2065,2.179,Phone Activity,No,No,No,No,No,0
56,Professional,Website,High,8,43,0.096,Email Activity,No,No,No,No,No,1
49,Professional,Mobile App,Medium,3,279,1.926,Website Activity,No,No,No,No,No,0
45,Professional,Website,High,6,275,5.607,Email Activity,No,No,No,No,No,0
59,Professional,Mobile App,Medium,6,271,3.549,Phone Activity,No,Yes,No,No,No,0
56,Professional,Website,Medium,6,360,1.985,Website Activity,No,No,No,No,No,0
24,Student,Website,Low,3,614,1.57,Email Activity,No,Yes,No,No,No,0
58,Unemployed,Mobile App,Medium,3,282,2.155,Email Activity,No,No,No,Yes,No,0
59,Professional,Website,High,0,0,0.0,Email Activity,No,No,Yes,No,No,1
39,Professional,Mobile App,Medium,1,656,0.083,Website Activity,No,No,No,No,No,1
34,Professional,Website,High,2,317,3.501,Website Activity,No,No,No,No,No,1
58,Unemployed,Website,Medium,1,1386,2.152,Email Activity,No,No,No,No,No,0
29,Professional,Website,High,2,1734,2.086,Email Activity,No,No,No,Yes,No,1
24,Student,Website,Medium,5,161,3.754,Phone Activity,No,No,Yes,No,No,0
51,Professional,Website,Medium,5,402,1.3,Email Activity,No,No,No,No,No,0
53,Professional,Mobile App,High,4,599,2.148,Email Activity,No,No,No,No,No,0
60,Professional,Website,High,5,416,3.207,Email Activity,No,No,Yes,No,No,1
36,Professional,Website,High,2,456,2.977,Phone Activity,Yes,No,No,Yes,No,1
56,Professional,Website,Medium,2,1579,5.282,Email Activity,Yes,No,No,No,No,1
44,Professional,Website,Medium,2,83,5.466,Email Activity,No,No,No,No,No,0
21,Student,Website,High,4,147,3.521,Email Activity,Yes,No,No,Yes,No,1
57,Professional,Website,High,3,798,3.585,Website Activity,Yes,Yes,No,Yes,No,1
52,Professional,Website,Medium,4,182,1.971,Email Activity,Yes,No,No,No,No,0
44,Professional,Website,Medium,2,432,10.828,Email Activity,No,No,No,No,No,1
35,Professional,Website,High,2,2324,0.062,Phone Activity,No,No,No,No,No,1
32,Unemployed,Website,High,2,393,5.529,Email Activity,No,No,No,No,No,1
20,Student,Website,Medium,5,2234,3.007,Email Activity,No,No,No,No,No,0
36,Professional,Website,Medium,1,2132,0.154,Phone Activity,No,No,No,No,No,0
58,Professional,Website,High,5,255,3.932,Email Activity,No,No,No,Yes,No,1
57,Professional,Website,High,2,247,1.885,Website Activity,No,No,No,No,No,0
32,Unemployed,Website,High,1,1147,5.62,Phone Activity,No,No,Yes,Yes,No,1
54,Professional,Mobile App,Medium,3,1619,3.566,Phone Activity,No,No,No,Yes,No,0
62,Unemployed,Website,Medium,2,661,2.134,Phone Activity,Yes,No,No,No,No,0
59,Unemployed,Website,Medium,2,1503,2.249,Website Activity,No,No,No,No,No,1
57,Unemployed,Website,Medium,2,108,4.854,Email Activity,No,No,No,Yes,No,0
57,Professional,Website,Medium,2,287,2.212,Email Activity,No,No,No,Yes,No,0
54,Professional,Website,High,1,32,3.026,Phone Activity,No,No,No,Yes,No,1
58,Professional,Website,Medium,2,492,5.1,Email Activity,No,No,No,No,No,1
53,Unemployed,Website,High,9,211,3.1,Email Activity,No,No,No,No,No,0
22,Student,Website,Medium,1,1377,8.353,Phone Activity,No,No,No,Yes,No,0
19,Student,Website,High,4,1467,2.471,Email Activity,No,No,Yes,No,No,1
57,Professional,Website,Medium,1,93,5.374,Website Activity,No,No,No,No,No,0
57,Professional,Website,High,2,139,2.243,Email Activity,No,No,No,No,No,0
53,Professional,Website,Medium,2,366,0.26,Website Activity,Yes,No,No,No,No,0
45,Professional,Mobile App,Medium,4,1248,2.103,Phone Activity,Yes,No,No,No,No,0
39,Unemployed,Website,Medium,2,2029,2.199,Email Activity,No,No,No,No,No,0
23,Student,Mobile App,High,1,2348,5.248,Phone Activity,No,No,No,Yes,No,0
59,Professional,Website,Medium,2,1835,2.27,Email Activity,No,No,Yes,No,Yes,1
45,Unemployed,Mobile App,Medium,6,63,3.672,Website Activity,No,No,No,No,No,0
32,Unemployed,Website,High,3,291,2.105,Email Activity,No,No,No,No,No,0
57,Professional,Website,Medium,2,473,5.53,Email Activity,No,No,No,No,No,1
55,Professional,Mobile App,Medium,3,33,2.994,Phone Activity,No,No,No,No,No,0
39,Unemployed,Website,Medium,5,1716,3.9,Email Activity,No,No,No,No,No,0
48,Professional,Website,High,2,330,2.116,Email Activity,No,No,Yes,Yes,No,0
58,Professional,Mobile App,Medium,4,63,2.618,Email Activity,No,No,No,No,No,0
60,Professional,Website,Medium,4,2,3.772,Website Activity,No,No,No,Yes,No,0
46,Unemployed,Website,High,0,0,0.0,Email Activity,No,No,No,No,No,0
58,Unemployed,Website,Medium,4,283,5.662,Email Activity,No,Yes,No,Yes,No,0
51,Professional,Mobile App,High,1,357,2.293,Email Activity,No,No,No,No,No,0
41,Professional,Mobile App,High,2,731,1.0,Email Activity,No,Yes,No,No,Yes,1
45,Unemployed,Website,Medium,1,55,3.732,Email Activity,No,No,Yes,No,No,0
56,Professional,Website,Medium,10,1960,2.147,Email Activity,No,No,No,No,Yes,1
55,Unemployed,Mobile App,High,2,40,7.456,Phone Activity,No,No,No,No,No,0
18,Student,Mobile App,Medium,5,191,3.567,Email Activity,No,No,No,No,No,1
57,Unemployed,Website,Medium,5,41,2.218,Website Activity,No,No,No,No,No,0
60,Professional,Mobile App,High,5,1958,2.783,Email Activity,Yes,No,No,No,Yes,1
46,Professional,Website,Medium,5,442,3.613,Email Activity,No,No,Yes,Yes,No,1
58,Unemployed,Website,Medium,1,4,3.134,Email Activity,No,No,No,No,No,0
27,Professional,Website,Medium,11,272,0.217,Website Activity,Yes,No,No,No,No,1
56,Professional,Mobile App,High,2,2393,0.2,Website Activity,No,No,No,Yes,No,0
37,Professional,Website,Medium,5,390,3.707,Website Activity,No,No,No,No,No,0
58,Unemployed,Website,High,2,571,5.015,Phone Activity,No,No,No,No,No,0
39,Professional,Website,High,4,1,2.267,Phone Activity,No,No,No,No,Yes,1
46,Professional,Mobile App,Medium,2,602,2.164,Email Activity,No,Yes,No,No,No,0
57,Professional,Mobile App,High,1,545,3.627,Website Activity,Yes,No,No,No,No,1
19,Student,Mobile App,Medium,1,505,4.137,Email Activity,Yes,No,No,No,No,0
33,Professional,Mobile App,Medium,16,367,2.401,Email Activity,No,No,No,No,No,0
35,Professional,Website,High,6,304,0.114,Website Activity,No,No,Yes,No,No,1
57,Professional,Website,Medium,0,0,0.0,Email Activity,No,No,No,No,No,0
52,Professional,Website,Medium,5,65,3.481,Website Activity,Yes,No,No,No,No,0
41,Professional,Website,High,1,1,2.151,Email Activity,Yes,No,No,No,No,1
49,Professional,Mobile App,High,10,66,9.999,Email Activity,No,No,No,No,No,0
57,Unemployed,Mobile App,High,8,421,3.509,Email Activity,Yes,No,No,No,No,0
57,Unemployed,Mobile App,High,1,164,3.506,Website Activity,Yes,No,No,No,No,0
18,Student,Website,Medium,2,1808,5.339,Phone Activity,No,No,No,No,No,0
33,Unemployed,Website,High,3,239,3.163,Website Activity,No,No,No,No,No,0
63,Unemployed,Website,Medium,0,0,0.0,Phone Activity,No,No,No,No,No,0
46,Professional,Mobile App,High,1,63,2.232,Email Activity,No,No,No,Yes,No,0
55,Professional,Mobile App,High,2,65,2.166,Email Activity,Yes,No,No,No,No,0
59,Professional,Website,Medium,11,2388,11.512,Email Activity,No,No,No,Yes,No,1
57,Professional,Website,High,3,1291,2.703,Phone Activity,No,No,No,No,No,1
33,Professional,Mobile App,High,2,437,0.179,Email Activity,No,No,No,No,No,0
60,Professional,Website,Low,2,77,7.511,Website Activity,Yes,No,No,No,No,0
18,Student,Website,Medium,3,62,3.413,Email Activity,No,No,No,No,No,0
58,Professional,Website,High,2,303,3.374,Phone Activity,No,No,No,No,No,1
20,Student,Website,Medium,6,158,5.005,Phone Activity,No,No,No,No,No,0
59,Professional,Website,High,3,316,14.147,Website Activity,No,No,Yes,No,No,0
59,Professional,Website,Medium,6,924,2.165,Email Activity,Yes,No,No,No,No,1
58,Unemployed,Mobile App,High,2,52,2.24,Email Activity,No,No,No,Yes,No,0
55,Unemployed,Website,Medium,3,1723,2.042,Website Activity,No,No,No,No,No,0
41,Professional,Mobile App,High,2,1605,0.112,Email Activity,No,No,Yes,Yes,No,0
53,Unemployed,Mobile App,High,1,42,2.216,Website Activity,No,No,No,No,No,0
23,Student,Website,High,3,191,0.163,Email Activity,No,No,No,No,No,0
50,Professional,Mobile App,Medium,5,190,3.467,Email Activity,No,No,No,No,No,0
33,Professional,Mobile App,Medium,8,419,11.345,Phone Activity,No,No,No,No,No,0
18,Student,Mobile App,High,1,297,1.074,Email Activity,No,No,No,Yes,No,0
49,Professional,Mobile App,High,1,97,2.188,Email Activity,No,No,No,No,No,0
18,Student,Mobile App,Medium,1,121,8.835,Email Activity,No,No,No,No,No,0
33,Unemployed,Website,High,5,402,0.192,Phone Activity,No,No,No,No,No,0
51,Professional,Mobile App,Medium,9,144,2.109,Website Activity,No,No,No,No,No,0
58,Professional,Website,High,1,1534,8.023,Email Activity,No,No,No,Yes,No,1
41,Unemployed,Mobile App,High,1,59,2.155,Website Activity,No,No,No,Yes,No,0
21,Student,Website,Medium,7,253,10.538,Email Activity,No,No,No,No,No,0
60,Unemployed,Mobile App,Medium,2,1798,7.678,Email Activity,No,No,No,No,No,0
58,Professional,Website,Medium,1,238,1.75,Phone Activity,No,No,Yes,Yes,No,0
52,Professional,Website,High,2,409,2.154,Email Activity,No,No,No,No,No,0
53,Unemployed,Mobile App,High,3,65,3.149,Email Activity,No,No,Yes,Yes,No,0
33,Unemployed,Mobile App,High,5,1339,2.103,Phone Activity,No,No,No,No,No,0
50,Professional,Mobile App,High,5,367,3.405,Email Activity,No,No,No,Yes,No,0
59,Professional,Mobile App,High,5,1354,2.447,Email Activity,No,No,No,Yes,No,0
47,Professional,Mobile App,Medium,4,86,5.71,Email Activity,No,No,Yes,No,No,0
46,Professional,Website,High,2,2092,2.218,Email Activity,No,No,No,No,Yes,1
57,Professional,Website,High,6,2249,3.285,Email Activity,No,No,No,Yes,No,1
56,Unemployed,Mobile App,High,2,391,1.984,Email Activity,No,No,No,No,No,0
56,Professional,Mobile App,High,4,516,3.637,Email Activity,No,No,No,No,No,0
51,Unemployed,Website,High,3,555,1.842,Email Activity,No,No,No,No,No,1
32,Unemployed,Website,Medium,2,968,0.235,Website Activity,No,No,No,No,No,0
56,Professional,Mobile App,High,1,119,4.486,Website Activity,No,No,No,No,No,0
21,Student,Mobile App,Medium,2,1472,2.017,Phone Activity,No,No,No,No,No,0
42,Professional,Mobile App,Medium,3,1,5.511,Phone Activity,No,No,No,Yes,No,0
24,Student,Website,Medium,1,1461,8.121,Email Activity,No,No,No,No,No,0
60,Unemployed,Mobile App,Medium,6,1234,1.979,Phone Activity,No,Yes,No,No,No,1
23,Student,Website,High,0,0,0.0,Email Activity,No,No,Yes,No,No,0
55,Professional,Website,High,3,393,2.065,Email Activity,No,No,No,No,No,1
58,Unemployed,Website,High,2,2378,11.5,Phone Activity,No,No,Yes,No,No,1
56,Unemployed,Mobile App,Medium,4,2278,11.5,Phone Activity,No,No,No,No,No,0
49,Professional,Website,Medium,1,260,3.182,Email Activity,No,No,No,No,No,0
23,Student,Website,Medium,3,440,4.324,Email Activity,No,No,No,No,No,0
54,Unemployed,Website,Medium,5,1902,3.744,Website Activity,No,No,No,No,No,1
56,Professional,Website,Medium,2,163,2.141,Email Activity,No,No,No,No,No,0
32,Professional,Website,Medium,3,553,0.076,Website Activity,No,Yes,No,No,No,1
58,Professional,Website,High,6,1890,1.984,Phone Activity,No,No,No,Yes,No,1
54,Unemployed,Mobile App,High,1,1139,5.45,Email Activity,No,No,Yes,No,No,0
56,Professional,Mobile App,Medium,6,535,3.743,Website Activity,No,No,No,No,No,0
18,Student,Website,High,3,1114,3.586,Phone Activity,Yes,No,No,No,No,0
20,Student,Website,High,4,203,3.841,Website Activity,No,No,No,No,No,0
59,Professional,Website,Medium,2,685,3.275,Email Activity,No,No,No,No,No,1
48,Professional,Website,Medium,1,224,2.167,Email Activity,No,No,No,No,No,0
54,Unemployed,Mobile App,Medium,8,1465,3.292,Phone Activity,No,No,No,No,No,0
46,Professional,Mobile App,High,8,378,5.508,Phone Activity,No,No,No,No,No,0
40,Professional,Mobile App,High,1,729,2.972,Email Activity,No,Yes,No,Yes,No,0
63,Unemployed,Website,High,7,599,5.598,Email Activity,No,No,No,No,No,1
39,Unemployed,Mobile App,High,1,50,3.048,Email Activity,No,No,No,No,No,0
58,Professional,Mobile App,Medium,0,0,0.0,Phone Activity,Yes,No,Yes,No,No,0
60,Professional,Website,Medium,1,233,7.489,Email Activity,No,No,No,No,No,0
54,Unemployed,Website,High,2,318,3.419,Website Activity,No,No,Yes,No,No,0
21,Student,Mobile App,Medium,4,384,0.728,Email Activity,No,No,No,No,No,0
49,Unemployed,Mobile App,Medium,5,2020,1.529,Phone Activity,Yes,No,No,No,No,0
58,Professional,Mobile App,Medium,5,183,2.241,Email Activity,No,Yes,Yes,No,No,0
59,Professional,Website,Medium,3,1,0.0,Email Activity,No,No,No,No,No,0
59,Unemployed,Website,Medium,1,92,3.748,Email Activity,No,No,No,No,No,0
58,Unemployed,Website,Medium,5,1274,1.989,Phone Activity,No,No,No,No,No,0
57,Professional,Website,High,2,1968,2.115,Phone Activity,No,No,No,No,No,1
62,Unemployed,Website,High,4,286,2.067,Website Activity,No,No,No,No,No,0
36,Unemployed,Mobile App,High,1,493,3.763,Email Activity,Yes,No,No,No,No,0
42,Professional,Mobile App,Medium,14,57,2.086,Phone Activity,No,No,No,No,No,0
37,Professional,Website,Medium,3,1681,2.043,Website Activity,Yes,No,Yes,No,Yes,1
45,Professional,Website,Medium,1,394,3.888,Phone Activity,No,No,No,No,No,0
53,Professional,Mobile App,High,6,452,2.177,Website Activity,No,No,No,No,No,0
56,Professional,Website,High,17,1626,2.236,Website Activity,No,No,No,No,No,1
20,Student,Website,High,5,60,3.34,Email Activity,No,No,No,No,No,0
40,Professional,Mobile App,High,1,291,0.301,Phone Activity,Yes,No,No,No,No,0
56,Unemployed,Mobile App,Medium,3,215,2.161,Website Activity,Yes,No,Yes,No,No,0
50,Professional,Mobile App,High,1,1549,3.696,Website Activity,No,Yes,No,No,No,0
58,Professional,Mobile App,High,1,1,2.969,Phone Activity,Yes,No,No,No,No,0
63,Unemployed,Mobile App,High,2,2066,3.5,Email Activity,Yes,No,Yes,No,No,0
24,Student,Mobile App,Medium,6,124,2.216,Email Activity,No,No,No,No,No,0
58,Unemployed,Website,Medium,1,566,3.447,Phone Activity,No,No,No,No,No,1
57,Professional,Mobile App,Medium,0,0,0.0,Phone Activity,No,No,No,No,No,0
56,Professional,Website,Medium,4,1,2.238,Email Activity,No,No,No,No,No,0
63,Unemployed,Mobile App,High,4,2248,3.388,Email Activity,No,No,Yes,No,No,0
59,Professional,Mobile App,High,2,234,0.105,Email Activity,No,No,No,No,No,0
55,Professional,Website,High,8,155,2.228,Email Activity,No,No,Yes,No,No,1
30,Professional,Mobile App,High,3,2412,0.257,Email Activity,No,No,No,No,No,0
32,Unemployed,Website,High,1,586,3.441,Website Activity,No,No,No,No,No,1
58,Professional,Mobile App,Medium,2,724,3.272,Website Activity,No,No,No,No,No,0
60,Professional,Mobile App,High,5,265,8.627,Phone Activity,No,No,No,Yes,No,0
56,Professional,Mobile App,High,3,2404,3.29,Email Activity,No,No,No,No,No,0
45,Unemployed,Mobile App,Medium,3,85,2.25,Website Activity,No,No,No,No,No,0
59,Professional,Mobile App,Medium,4,51,3.712,Website Activity,No,No,No,No,No,0
59,Unemployed,Mobile App,Medium,1,287,3.245,Email Activity,No,No,Yes,No,No,0
37,Professional,Mobile App,High,2,1827,6.88,Website Activity,No,No,No,No,No,1
57,Professional,Mobile App,High,0,0,0.0,Email Activity,No,No,No,Yes,No,0
44,Unemployed,Website,Medium,3,1858,5.455,Website Activity,No,No,No,No,No,1
60,Professional,Website,Medium,2,86,0.129,Email Activity,No,No,No,Yes,No,0
56,Unemployed,Mobile App,High,5,303,3.426,Email Activity,No,No,No,No,No,0
57,Professional,Website,Medium,5,64,2.241,Phone Activity,No,No,No,No,No,0
56,Professional,Website,Medium,2,351,3.63,Email Activity,Yes,No,No,Yes,No,0
32,Unemployed,Website,Medium,1,277,1.684,Email Activity,No,No,No,No,No,0
45,Professional,Website,High,5,308,0.032,Website Activity,No,No,No,No,No,1
56,Professional,Mobile App,Medium,19,330,2.186,Email Activity,No,No,No,Yes,No,0
47,Professional,Mobile App,Medium,0,0,0.0,Phone Activity,No,No,No,No,No,0
45,Professional,Website,Low,5,394,3.38,Phone Activity,No,No,No,No,No,1
57,Unemployed,Website,Medium,4,729,3.277,Phone Activity,No,No,No,No,No,1
31,Professional,Website,High,3,438,11.8,Phone Activity,No,No,Yes,No,No,1
55,Professional,Website,Medium,2,609,2.188,Website Activity,Yes,No,No,No,No,1
38,Professional,Mobile App,High,5,88,3.786,Website Activity,Yes,No,No,No,No,0
57,Professional,Website,Medium,3,1880,2.115,Email Activity,No,No,No,Yes,No,1
46,Professional,Mobile App,Medium,7,1490,3.268,Phone Activity,No,No,No,Yes,No,0
48,Professional,Website,Medium,6,415,5.797,Email Activity,No,No,No,No,No,0
54,Professional,Mobile App,Medium,2,60,2.092,Email Activity,No,No,Yes,No,No,0
32,Unemployed,Mobile App,Medium,2,79,8.289,Phone Activity,No,No,No,Yes,No,0
59,Professional,Mobile App,High,5,617,2.169,Email Activity,No,No,No,No,No,0
37,Professional,Mobile App,Medium,1,331,3.072,Email Activity,No,No,No,No,No,0
30,Professional,Mobile App,Medium,4,1696,2.216,Website Activity,No,No,No,No,No,0
23,Student,Website,High,2,105,2.22,Email Activity,No,No,No,No,No,0
54,Professional,Website,High,6,91,3.618,Email Activity,Yes,No,No,No,No,1
60,Professional,Website,High,3,2027,3.755,Website Activity,No,No,No,No,No,1
20,Student,Website,Medium,2,78,2.886,Email Activity,No,No,No,Yes,No,0
59,Unemployed,Website,High,5,98,1.701,Email Activity,No,No,No,Yes,No,0
45,Unemployed,Website,Medium,3,706,2.265,Email Activity,No,No,No,No,No,0
20,Student,Mobile App,Medium,29,1152,3.868,Phone Activity,No,No,No,Yes,No,0
59,Unemployed,Mobile App,High,2,81,2.108,Website Activity,No,No,No,Yes,No,0
21,Student,Mobile App,High,2,690,5.386,Email Activity,No,No,Yes,No,No,1
60,Unemployed,Website,High,5,36,6.848,Email Activity,No,No,No,No,No,0
59,Unemployed,Website,Medium,0,0,0.0,Phone Activity,No,No,No,No,No,0
34,Professional,Website,High,1,2398,0.278,Email Activity,No,No,No,No,No,1
47,Unemployed,Mobile App,High,3,349,5.278,Website Activity,No,No,No,No,No,0
59,Unemployed,Mobile App,Medium,9,47,0.19,Email Activity,No,No,No,No,No,0
58,Professional,Mobile App,High,4,50,4.1,Website Activity,No,No,No,No,No,0
58,Professional,Website,Medium,9,2120,3.252,Phone Activity,No,No,No,No,No,0
43,Unemployed,Website,High,0,0,0.0,Email Activity,No,No,No,No,No,1
57,Professional,Mobile App,Medium,7,601,2.092,Email Activity,No,No,No,No,No,1
